"s","a","r","sp"
24118,2,-100,24618
24618,2,-100,25118
25118,5,-25,26119
26119,4,0,27121
27121,3,-25,27623
27623,6,-100,28625
28625,3,-25,29628
29628,4,0,30132
30132,5,-25,31136
31136,4,0,31641
31641,5,-25,32646
32646,6,-100,33652
33652,5,-25,34158
34158,4,0,34665
34665,6,-100,35172
35172,5,-25,35679
35679,5,-25,36187
36187,5,-25,36695
36695,3,-25,36703
36703,5,-25,36711
36711,3,-25,36719
36719,6,-100,36727
36727,3,-25,36235
36235,5,-25,36243
36243,4,0,35750
35750,6,-100,35758
35758,6,-100,35265
35265,4,0,34771
34771,6,-100,34278
34278,3,-25,33784
33784,5,-25,33289
33289,6,-100,32794
32794,6,-100,32299
32299,4,0,31304
31304,4,0,30307
30307,5,-25,29810
29810,4,0,28813
28813,3,-25,27815
27815,6,-100,27316
27316,5,-25,26317
26317,3,-25,25317
25317,5,-25,24317
24317,3,-25,23316
23316,5,-25,22814
22814,4,0,21812
21812,3,-25,20809
20809,5,-25,19805
19805,3,-25,18801
18801,4,0,18296
18296,2,-100,16791
16791,2,-100,15784
15784,2,-100,14777
14777,4,0,13770
13770,4,0,13262
13262,4,0,12753
12753,2,-100,11744
11744,2,-100,11235
11235,2,-100,10725
10725,3,-25,10215
10215,2,-100,9704
9704,5,-25,9694
9694,5,-25,10184
10184,5,-25,10674
10674,2,-100,10664
10664,4,0,10655
10655,2,-100,11145
11145,4,0,11636
11636,3,-25,12127
12127,2,-100,12619
12619,3,-25,13111
13111,3,-25,14104
14104,5,-25,15097
15097,2,-100,15590
15590,5,-25,16585
16585,5,-25,17580
17580,5,-25,18576
18576,2,-100,19572
19572,5,-25,20569
20569,3,-25,21567
21567,5,-25,22565
22565,2,-100,23064
23064,5,-25,24064
24064,5,-25,25564
25564,5,-25,26565
26565,6,-100,27567
27567,5,-25,29070
29070,3,-25,29573
29573,4,0,30577
30577,3,-25,31582
31582,6,-100,32587
32587,3,-25,33593
33593,3,-25,34100
34100,6,-100,35607
35607,5,-25,36615
36615,5,-25,37624
37624,5,-25,38633
38633,5,-25,39143
39143,3,-25,39653
39653,3,-25,40163
40163,4,0,40674
40674,4,0,41185
41185,6,-100,41696
41696,6,-100,41708
41708,6,-100,42220
42220,5,-25,42232
42232,3,-25,41743
41743,4,0,41254
41254,4,0,40765
40765,3,-25,40276
40276,5,-25,39786
39786,6,-100,39295
39295,4,0,38304
38304,6,-100,37813
37813,4,0,36821
36821,5,-25,36329
36329,5,-25,35336
35336,5,-25,34342
34342,5,-25,33848
33848,3,-25,32854
32854,6,-100,31858
31858,6,-100,31363
31363,4,0,30366
30366,4,0,29369
29369,3,-25,28372
28372,5,-25,27873
27873,6,-100,27375
27375,6,-100,26376
26376,4,0,25876
25876,4,0,24876
24876,2,-100,23375
23375,2,-100,22373
22373,2,-100,21370
21370,4,0,20367
20367,4,0,19363
19363,5,-25,18359
18359,5,-25,17854
17854,3,-25,16848
16848,4,0,15841
15841,2,-100,14334
14334,3,-25,13326
13326,5,-25,12317
12317,3,-25,11308
11308,5,-25,10798
10798,5,-25,9788
9788,5,-25,9277
9277,4,0,8766
8766,5,-25,8254
8254,5,-25,7742
7742,3,-25,7230
7230,2,-100,6717
6717,3,-25,6205
6205,4,0,6192
6192,4,0,6179
6179,3,-25,6667
6667,4,0,6654
6654,2,-100,7142
7142,2,-100,7130
7130,5,-25,8119
8119,4,0,9108
9108,5,-25,10098
10098,4,0,11088
11088,4,0,12079
12079,2,-100,12571
12571,3,-25,13063
13063,5,-25,14556
14556,4,0,15549
15549,2,-100,16043
16043,2,-100,16538
16538,3,-25,17533
17533,3,-25,18028
18028,4,0,19024
19024,2,-100,19520
19520,4,0,20017
20017,3,-25,21015
21015,5,-25,22013
22013,4,0,22511
22511,5,-25,23510
23510,4,0,24510
24510,5,-25,25010
25010,6,-100,26511
26511,6,-100,27513
27513,4,0,28016
28016,6,-100,29519
29519,6,-100,30523
30523,6,-100,31527
31527,6,-100,33033
33033,5,-25,34039
34039,4,0,35046
35046,6,-100,36054
36054,3,-25,37062
37062,6,-100,38071
38071,3,-25,39081
39081,4,0,40091
40091,3,-25,40602
40602,5,-25,41613
41613,6,-100,43126
43126,3,-25,43639
43639,5,-25,44152
44152,5,-25,45166
45166,4,0,45680
45680,3,-25,45694
45694,5,-25,45708
45708,5,-25,46223
46223,6,-100,46237
46237,5,-25,46252
46252,4,0,45766
45766,4,0,44779
44779,3,-25,44292
44292,3,-25,43305
43305,3,-25,42316
42316,5,-25,41328
41328,6,-100,40838
40838,6,-100,40349
40349,5,-25,39358
39358,3,-25,38367
38367,6,-100,37876
37876,6,-100,36884
36884,5,-25,36392
36392,5,-25,35899
35899,5,-25,34906
34906,3,-25,34412
34412,4,0,33418
33418,4,0,32923
32923,4,0,32428
32428,5,-25,31933
31933,5,-25,31437
31437,6,-100,31441
31441,3,-25,30945
30945,5,-25,30949
30949,6,-100,30953
30953,3,-25,30456
30456,3,-25,29960
29960,4,100000,29463
25343,2,-100,24237
24237,3,-25,23736
23736,4,0,23235
23235,2,-100,22733
22733,3,-25,22232
22232,5,-25,22230
22230,3,-25,21728
21728,3,-25,21225
21225,3,-25,21222
21222,4,0,20720
20720,3,-25,20717
20717,4,0,20213
20213,4,0,20210
20210,2,-100,19707
19707,4,0,19703
19703,5,-25,20200
20200,2,-100,19696
19696,5,-25,20193
20193,3,-25,20190
20190,4,0,20186
20186,3,-25,20183
20183,4,0,20180
20180,4,0,20677
20677,3,-25,20674
20674,4,0,21172
21172,5,-25,21669
21669,4,0,22167
22167,4,0,22666
22666,5,-25,23164
23164,3,-25,23163
23163,3,-25,23662
23662,4,0,24162
24162,5,-25,24662
24662,3,-25,24661
24661,3,-25,25162
25162,4,0,25662
25662,6,-100,26663
26663,5,-25,27165
27165,5,-25,27667
27667,6,-100,28169
28169,5,-25,28672
28672,5,-25,29175
29175,4,0,29678
29678,6,-100,30182
30182,4,0,30685
30685,4,0,30689
30689,3,-25,30694
30694,3,-25,30698
30698,4,0,30702
30702,3,-25,30706
30706,5,-25,30710
30710,4,0,30714
30714,3,-25,30717
30717,6,-100,30721
30721,6,-100,30726
30726,4,0,30729
30729,4,0,30233
30233,6,-100,30237
30237,5,-25,30241
30241,4,0,29744
29744,5,-25,29747
29747,6,-100,29750
29750,3,-25,28753
28753,6,-100,28755
28755,3,-25,28258
28258,6,-100,27759
27759,5,-25,27261
27261,3,-25,26762
26762,5,-25,26263
26263,3,-25,25263
25263,6,-100,25264
25264,6,-100,24764
24764,5,-25,24763
24763,2,-100,23762
23762,2,-100,22761
22761,4,0,22259
22259,5,-25,21756
21756,3,-25,21254
21254,3,-25,20251
20251,2,-100,19747
19747,2,-100,18743
18743,3,-25,18238
18238,2,-100,17733
17733,4,0,17228
17228,5,-25,17222
17222,4,0,16717
16717,2,-100,16711
16711,4,0,16205
16205,4,0,16199
16199,2,-100,16193
16193,4,0,16187
16187,2,-100,16181
16181,2,-100,16175
16175,5,-25,16669
16669,4,0,16664
16664,5,-25,17659
17659,3,-25,17654
17654,2,-100,18149
18149,2,-100,18145
18145,4,0,18641
18641,2,-100,19137
19137,3,-25,19633
19633,5,-25,20630
20630,2,-100,21128
21128,4,0,21625
21625,5,-25,22624
22624,2,-100,23123
23123,3,-25,23622
23622,2,-100,24121
24121,3,-25,24621
24621,4,0,25622
25622,4,0,26123
26123,4,0,27124
27124,3,-25,27626
27626,4,0,28629
28629,5,-25,29132
29132,3,-25,30135
30135,5,-25,30639
30639,4,0,31643
31643,5,-25,32148
32148,4,0,32654
32654,4,0,33160
33160,4,0,33666
33666,5,-25,34172
34172,6,-100,35179
35179,6,-100,35686
35686,4,0,35694
35694,3,-25,35701
35701,5,-25,36209
36209,5,-25,36217
36217,4,0,36224
36224,4,0,35732
35732,5,-25,35739
35739,3,-25,35246
35246,4,0,34753
34753,3,-25,34259
34259,4,0,33765
33765,5,-25,33270
33270,4,0,32275
32275,4,0,31780
31780,4,0,31284
31284,6,-100,30788
30788,4,0,29791
29791,6,-100,29294
29294,4,0,28797
28797,3,-25,27798
27798,4,0,26799
26799,5,-25,25800
25800,3,-25,24800
24800,3,-25,23799
23799,2,-100,22798
22798,2,-100,21796
21796,2,-100,20793
20793,4,0,19789
19789,4,0,18785
18785,5,-25,18280
18280,4,0,17775
17775,5,-25,17270
17270,4,0,16264
16264,3,-25,15757
15757,2,-100,14750
14750,5,-25,14243
14243,2,-100,13735
13735,3,-25,13227
13227,3,-25,12719
12719,3,-25,12711
12711,2,-100,12202
12202,2,-100,11693
11693,3,-25,11684
11684,5,-25,12175
12175,4,0,12667
12667,2,-100,12658
12658,5,-25,13150
13150,5,-25,13643
13643,2,-100,14135
14135,5,-25,15128
15128,3,-25,15622
15622,5,-25,16616
16616,4,0,17111
17111,3,-25,18107
18107,5,-25,19103
19103,3,-25,19599
19599,2,-100,20096
20096,2,-100,21093
21093,5,-25,22091
22091,2,-100,22590
22590,5,-25,23589
23589,3,-25,24589
24589,5,-25,25589
25589,6,-100,26591
26591,3,-25,27593
27593,3,-25,28095
28095,5,-25,29598
29598,6,-100,30602
30602,3,-25,31606
31606,6,-100,32612
32612,3,-25,33117
33117,5,-25,34124
34124,5,-25,35131
35131,3,-25,35638
35638,6,-100,36646
36646,4,0,37155
37155,4,0,37664
37664,3,-25,38173
38173,5,-25,38682
38682,3,-25,38692
38692,4,0,38701
38701,6,-100,39211
39211,4,0,39221
39221,4,0,39230
39230,5,-25,38740
38740,4,0,38749
38749,4,0,38258
38258,5,-25,37767
37767,3,-25,36775
36775,4,0,36283
36283,3,-25,35290
35290,5,-25,34796
34796,4,0,33802
33802,3,-25,32808
32808,4,0,31812
31812,3,-25,30817
30817,3,-25,29820
29820,5,-25,29323
29323,4,0,28325
28325,6,-100,27326
27326,4,0,26828
26828,5,-25,25828
25828,6,-100,25328
25328,5,-25,24328
24328,5,-25,23827
23827,4,0,22825
22825,3,-25,21823
21823,5,-25,20820
20820,5,-25,19816
19816,4,0,19312
19312,2,-100,17807
17807,4,0,16802
16802,5,-25,16296
16296,4,0,15289
15289,2,-100,14282
14282,5,-25,13774
13774,2,-100,12766
12766,4,0,12257
12257,2,-100,11248
11248,2,-100,10238
10238,2,-100,9727
9727,3,-25,9217
9217,2,-100,8706
8706,5,-25,9195
9195,2,-100,8684
8684,5,-25,9173
9173,2,-100,9162
9162,4,0,9652
9652,4,0,10142
10142,2,-100,10632
10632,4,0,11123
11123,3,-25,11614
11614,4,0,12605
12605,4,0,13597
13597,3,-25,14090
14090,5,-25,15084
15084,5,-25,16578
16578,3,-25,17073
17073,3,-25,18068
18068,5,-25,19064
19064,2,-100,19561
19561,4,0,20558
20558,4,0,21556
21556,5,-25,22554
22554,5,-25,24054
24054,3,-25,24554
24554,4,0,25554
25554,3,-25,26555
26555,3,-25,27057
27057,6,-100,28559
28559,6,-100,29563
29563,5,-25,31067
31067,6,-100,32072
32072,4,0,33078
33078,3,-25,34084
34084,4,0,35091
35091,5,-25,36098
36098,5,-25,37107
37107,5,-25,38116
38116,5,-25,39126
39126,4,0,39636
39636,3,-25,40146
40146,4,0,41157
41157,4,0,41669
41669,3,-25,41680
41680,4,0,42192
42192,3,-25,42204
42204,3,-25,41715
41715,6,-100,42227
42227,3,-25,41738
41738,5,-25,41750
41750,4,0,41260
41260,5,-25,40771
40771,6,-100,40282
40282,3,-25,39291
39291,5,-25,38801
38801,4,0,37810
37810,6,-100,37318
37318,4,0,36326
36326,5,-25,35833
35833,6,-100,34840
34840,5,-25,34346
34346,4,0,33352
33352,4,0,32357
32357,5,-25,31361
31361,4,0,30865
30865,5,-25,29868
29868,4,0,28871
28871,4,0,27873
27873,4,0,27374
27374,6,-100,26375
26375,4,0,25876
25876,3,-25,24375
24375,4,0,23874
23874,4,0,22873
22873,2,-100,21370
21370,5,-25,20867
20867,5,-25,19864
19864,5,-25,19360
19360,5,-25,18355
18355,5,-25,17850
17850,5,-25,16845
16845,4,0,15838
15838,5,-25,15332
15332,5,-25,14324
14324,3,-25,13316
13316,5,-25,12308
12308,2,-100,11298
11298,4,0,10288
10288,5,-25,9778
9778,5,-25,9267
9267,3,-25,8255
8255,3,-25,7744
7744,3,-25,7231
7231,5,-25,7219
7219,4,0,6707
6707,5,-25,6694
6694,2,-100,6682
6682,3,-25,6669
6669,2,-100,6657
6657,2,-100,7145
7145,5,-25,7633
7633,3,-25,8122
8122,2,-100,8611
8611,4,0,9600
9600,5,-25,10591
10591,2,-100,11081
11081,2,-100,12072
12072,2,-100,12564
12564,3,-25,13056
13056,2,-100,14049
14049,3,-25,14542
14542,2,-100,15035
15035,2,-100,16029
16029,4,0,16523
16523,3,-25,17518
17518,2,-100,18014
18014,3,-25,18509
18509,2,-100,19005
19005,3,-25,19502
19502,2,-100,25001
25001,2,-100,25001
25001,6,-100,26002
26002,5,-25,27003
27003,4,0,27505
27505,6,-100,29008
29008,3,-25,29511
29511,5,-25,30515
30515,3,-25,31019
31019,5,-25,32024
32024,4,0,33030
33030,5,-25,34036
34036,6,-100,35043
35043,4,0,36051
36051,4,0,37059
37059,3,-25,37568
37568,5,-25,39077
39077,6,-100,40088
40088,3,-25,41099
41099,3,-25,41610
41610,4,0,42623
42623,4,0,43135
43135,5,-25,44148
44148,5,-25,45162
45162,3,-25,45176
45176,4,0,45690
45690,3,-25,45704
45704,3,-25,45718
45718,5,-25,45732
45732,4,0,45246
45246,3,-25,44760
44760,3,-25,43773
43773,6,-100,43785
43785,4,0,42798
42798,5,-25,42309
42309,6,-100,41821
41821,4,0,40831
40831,3,-25,39341
39341,6,-100,38851
38851,6,-100,38360
38360,4,0,37368
37368,4,0,36376
36376,5,-25,35883
35883,4,0,34890
34890,3,-25,33896
33896,5,-25,33401
33401,5,-25,32906
32906,4,0,31911
31911,4,0,31415
31415,6,-100,30919
30919,4,0,30423
30423,5,-25,29926
29926,4,0,29429
29429,6,-100,28932
28932,5,-25,28934
28934,4,0,28436
28436,3,-25,27938
27938,5,-25,27440
27440,3,-25,26941
26941,3,-25,26441
26441,5,-25,25942
25942,4,0,25442
25442,3,-25,24942
24942,5,-25,24942
24942,2,-100,23941
23941,5,-25,23940
23940,2,-100,22939
22939,5,-25,22937
22937,5,-25,22435
22435,4,0,21933
21933,4,0,21431
21431,3,-25,20928
20928,5,-25,20424
20424,5,-25,19921
19921,5,-25,19417
19417,3,-25,18913
18913,2,-100,17908
17908,2,-100,16902
16902,5,-25,16396
16396,2,-100,14889
14889,3,-25,13881
13881,2,-100,12873
12873,2,-100,11364
11364,5,-25,10854
10854,2,-100,9343
9343,3,-25,8332
8332,3,-25,7320
7320,5,-25,6307
6307,2,-100,5293
5293,2,-100,4279
4279,4,0,3264
3264,5,-25,2749
2749,3,-25,2234
2234,4,0,2218
2218,5,-25,2202
2202,2,-100,1686
1686,2,-100,1670
1670,2,-100,1654
1654,2,-100,1638
1638,2,-100,2123
2123,2,-100,2608
2608,4,0,3593
3593,2,-100,4079
4079,3,-25,4565
4565,5,-25,6052
6052,5,-25,7040
7040,5,-25,8028
8028,3,-25,8517
8517,3,-25,9507
9507,4,0,25001
25001,4,0,25501
25501,6,-100,26502
26502,3,-25,27004
27004,6,-100,28006
28006,4,0,29009
29009,4,0,29512
29512,4,0,30516
30516,4,0,31020
31020,4,0,32025
32025,6,-100,33031
33031,4,0,34037
34037,4,0,35044
35044,6,-100,36052
36052,5,-25,37561
37561,3,-25,38070
38070,3,-25,39079
39079,4,0,40090
40090,3,-25,40601
40601,5,-25,41612
41612,3,-25,42624
42624,4,0,43137
43137,3,-25,43650
43650,4,0,44163
44163,4,0,44676
25343,6,-100,24737
24737,7,-225,24737
24737,3,-25,24237
24237,6,-100,24236
24236,6,-100,24236
24236,6,-100,24235
24235,2,-100,23735
23735,6,-100,23734
23734,1,-225,23232
23232,5,-25,22731
22731,2,-100,22229
22229,5,-25,22227
22227,1,-225,21725
21725,6,-100,21723
21723,7,-225,21721
21721,2,-100,21218
21218,3,-25,21216
21216,6,-100,21213
21213,5,-25,21211
21211,1,-225,21208
21208,6,-100,21205
21205,4,0,21203
21203,6,-100,21701
21701,3,-25,21698
21698,1,-225,21196
21196,6,-100,21693
21693,4,0,21691
21691,1,-225,21689
21689,3,-25,21687
21687,2,-100,21684
21684,5,-25,21682
21682,3,-25,22180
22180,5,-25,22178
22178,3,-25,22677
22677,4,0,22675
22675,5,-25,23174
23174,2,-100,23173
23173,5,-25,23672
23672,2,-100,23671
23671,2,-100,23671
23671,1,-225,23670
23670,4,0,24169
24169,7,-225,25170
25170,4,0,25170
25170,6,-100,26171
26171,3,-25,26171
26171,5,-25,26673
26673,4,0,27174
27174,2,-100,27176
27176,7,-225,27678
27678,4,0,28180
28180,6,-100,28682
28682,1,-225,28685
28685,5,-25,29187
29187,7,-225,29691
29691,7,-225,29694
29694,5,-25,30198
30198,2,-100,30201
30201,5,-25,30205
30205,4,0,30208
30208,1,-225,29711
29711,4,0,29715
29715,5,-25,29718
29718,1,-225,29221
29221,5,-25,29224
29224,7,-225,29227
29227,4,0,29230
29230,3,-25,28733
28733,5,-25,28735
28735,2,-100,28237
28237,7,-225,27739
27739,5,-25,27741
27741,2,-100,27243
27243,7,-225,26744
26744,2,-100,26245
26245,7,-225,26246
26246,7,-225,26246
26246,6,-100,25747
25747,3,-25,25247
25247,7,-225,25247
25247,1,-225,24247
24247,4,0,23746
23746,2,-100,23245
23245,1,-225,22243
22243,1,-225,21741
21741,1,-225,21238
21238,2,-100,20235
20235,5,-25,20232
20232,6,-100,20229
20229,6,-100,20225
20225,3,-25,19722
19722,5,-25,19718
19718,7,-225,20215
20215,3,-25,19711
19711,3,-25,19708
19708,4,0,19704
19704,6,-100,19700
19700,6,-100,20197
20197,5,-25,20194
20194,1,-225,20191
20191,6,-100,20688
20688,7,-225,21185
21185,6,-100,21683
21683,7,-225,22181
22181,6,-100,22680
22680,1,-225,22678
22678,6,-100,23177
23177,3,-25,23676
23676,5,-25,24176
24176,6,-100,24675
24675,7,-225,25176
25176,6,-100,25676
25676,4,0,26177
26177,5,-25,26678
26678,3,-25,26680
26680,6,-100,27181
27181,6,-100,28183
28183,1,-225,27685
27685,4,0,28187
28187,3,-25,28190
28190,7,-225,28692
28692,6,-100,29195
29195,4,0,29198
29198,7,-225,29701
29701,4,0,29704
29704,1,-225,29207
29207,5,-25,29210
29210,3,-25,29213
29213,5,-25,29216
29216,2,-100,28719
28719,6,-100,29221
29221,4,0,28724
28724,6,-100,28727
28727,2,-100,28229
28229,5,-25,28231
28231,6,-100,28234
28234,5,-25,28236
28236,5,-25,28238
28238,6,-100,27740
27740,2,-100,27242
27242,7,-225,27243
27243,1,-225,26244
26244,6,-100,26245
26245,1,-225,25746
25746,5,-25,25246
25246,2,-100,24746
24746,7,-225,24745
24745,1,-225,23744
23744,5,-25,23743
23743,6,-100,23242
23242,4,0,23241
23241,4,0,22739
22739,2,-100,21737
21737,1,-225,21235
21235,1,-225,20732
20732,2,-100,20228
20228,6,-100,20225
20225,2,-100,19721
19721,4,0,19217
19217,5,-25,19214
19214,1,-225,18709
18709,2,-100,18705
18705,5,-25,18701
18701,2,-100,18696
18696,5,-25,18692
18692,6,-100,19188
19188,7,-225,19685
19685,7,-225,20181
20181,5,-25,20678
20678,1,-225,20675
20675,2,-100,20672
20672,4,0,20670
20670,7,-225,21667
21667,6,-100,22166
22166,5,-25,22664
22664,7,-225,23663
23663,6,-100,24163
24163,2,-100,24663
24663,2,-100,24662
24662,2,-100,24662
24662,4,0,25163
25163,4,0,25663
25663,4,0,26164
26164,1,-225,26165
26165,4,0,26666
26666,3,-25,26667
26667,5,-25,27669
27669,1,-225,27671
27671,6,-100,28173
28173,2,-100,28175
28175,5,-25,28678
28678,6,-100,29181
29181,4,0,29684
29684,7,-225,30188
30188,1,-225,30191
30191,7,-225,30695
30695,6,-100,30699
30699,7,-225,31203
31203,2,-100,31207
31207,2,-100,30711
30711,4,0,30715
30715,6,-100,30719
30719,3,-25,30723
30723,5,-25,30227
30227,3,-25,30230
30230,1,-225,29233
29233,3,-25,29236
29236,1,-225,28238
28238,7,-225,28241
28241,3,-25,27742
27742,6,-100,27744
27744,1,-225,26746
26746,7,-225,26747
26747,6,-100,26748
26748,5,-25,26249
26249,6,-100,26250
26250,7,-225,26251
26251,6,-100,25751
25751,4,0,25252
25252,1,-225,24751
24751,4,0,24251
24251,6,-100,24250
24250,4,0,23749
23749,4,0,23248
23248,6,-100,22747
22747,1,-225,22245
22245,4,0,21742
21742,4,0,21240
21240,7,-225,21237
21237,1,-225,20734
20734,3,-25,20231
20231,4,0,19728
19728,6,-100,19724
19724,1,-225,19220
19220,4,0,19216
19216,2,-100,18712
18712,5,-25,18708
18708,4,0,18704
18704,4,0,18700
18700,4,0,18695
18695,5,-25,19191
19191,2,-100,19187
19187,2,-100,18683
18683,7,-225,19179
19179,2,-100,19176
19176,4,0,19672
19672,3,-25,19668
19668,5,-25,20165
20165,1,-225,20662
20662,2,-100,20659
20659,2,-100,20656
20656,2,-100,21154
21154,1,-225,21151
21151,4,0,21649
21649,7,-225,22647
22647,4,0,23146
23146,3,-25,23645
23645,5,-25,24145
24145,2,-100,24645
24645,4,0,25145
25145,6,-100,26146
26146,7,-225,27147
27147,1,-225,27149
27149,1,-225,27651
27651,3,-25,28153
28153,3,-25,28155
28155,6,-100,29158
29158,1,-225,29161
29161,6,-100,30165
30165,6,-100,31169
31169,2,-100,31173
31173,1,-225,31177
31177,3,-25,31182
31182,7,-225,31686
31686,2,-100,31691
31691,4,0,31696
31696,7,-225,32201
32201,7,-225,32706
32706,6,-100,32711
32711,3,-25,32716
32716,5,-25,32722
32722,1,-225,32227
32227,4,0,31731
31731,4,0,31736
31736,7,-225,31741
31741,6,-100,31745
31745,3,-25,31249
31249,6,-100,30753
30753,2,-100,30257
30257,3,-25,29260
29260,6,-100,29263
29263,1,-225,28265
28265,5,-25,27767
27767,3,-25,26768
26768,5,-25,26769
26769,3,-25,25769
25769,6,-100,25270
25270,4,0,24770
24770,1,-225,23769
23769,1,-225,22767
22767,4,0,22265
22265,7,-225,21763
21763,6,-100,21761
21761,1,-225,20758
20758,3,-25,20255
20255,7,-225,19751
19751,1,-225,19247
19247,5,-25,18743
18743,4,0,18238
18238,2,-100,17733
17733,7,-225,17728
17728,1,-225,17223
17223,2,-100,16717
16717,6,-100,16711
16711,5,-25,16706
16706,6,-100,17200
17200,4,0,17195
17195,5,-25,17190
17190,7,-225,17685
17685,4,0,18180
18180,1,-225,18176
18176,1,-225,18171
18171,1,-225,18166
18166,4,0,18662
18662,2,-100,18658
18658,5,-25,19154
19154,2,-100,19650
19650,1,-225,19646
19646,7,-225,20644
20644,6,-100,21641
21641,7,-225,22640
22640,2,-100,22638
22638,1,-225,23137
23137,6,-100,24137
24137,7,-225,25137
25137,3,-25,25637
25637,2,-100,26138
26138,4,0,26639
26639,6,-100,27641
27641,6,-100,28644
28644,1,-225,29147
29147,3,-25,29150
29150,3,-25,29653
29653,3,-25,30157
30157,3,-25,30660
30660,5,-25,31165
31165,6,-100,31669
31669,3,-25,32174
32174,3,-25,32179
32179,4,0,32685
32685,6,-100,33190
33190,2,-100,33196
33196,1,-225,32701
32701,7,-225,33207
33207,3,-25,32712
32712,1,-225,32717
32717,6,-100,32722
32722,4,0,32728
32728,3,-25,32233
32233,3,-25,31737
31737,3,-25,31241
31241,4,0,30745
30745,3,-25,30249
30249,5,-25,29752
29752,7,-225,29755
29755,6,-100,29759
29759,2,-100,28761
28761,4,0,28263
28263,4,0,27265
27265,6,-100,27266
27266,1,-225,26267
26267,6,-100,25768
25768,3,-25,25268
25268,3,-25,24268
24268,3,-25,23767
23767,1,-225,22765
22765,2,-100,21763
21763,6,-100,21260
21260,4,0,20757
20757,6,-100,20754
20754,4,0,20251
20251,6,-100,19748
19748,4,0,19744
19744,5,-25,19240
19240,7,-225,19236
19236,2,-100,18732
18732,5,-25,18227
18227,7,-225,18223
18223,1,-225,17718
17718,5,-25,17713
17713,5,-25,18208
18208,7,-225,18204
18204,1,-225,18199
18199,5,-25,18194
18194,1,-225,18190
18190,1,-225,17685
17685,1,-225,17680
17680,7,-225,18175
18175,7,-225,19171
19171,3,-25,19167
19167,1,-225,19163
19163,4,0,19660
19660,7,-225,20657
20657,2,-100,20654
20654,4,0,21151
21151,3,-25,21649
21649,3,-25,22147
22147,5,-25,22645
22645,1,-225,23144
23144,1,-225,23143
23143,6,-100,24143
24143,4,0,24642
24642,5,-25,25643
25643,5,-25,26644
26644,1,-225,26645
26645,7,-225,27647
27647,2,-100,28149
28149,1,-225,28151
28151,3,-25,28654
28654,2,-100,28657
28657,3,-25,29159
29159,1,-225,29162
29162,3,-25,29666
29666,3,-25,29669
29669,2,-100,29672
29672,5,-25,30176
30176,2,-100,30180
30180,7,-225,31184
31184,2,-100,30688
30688,5,-25,31192
31192,7,-225,31697
31697,1,-225,31701
31701,7,-225,31706
31706,5,-25,32211
32211,7,-225,32216
32216,6,-100,32221
32221,1,-225,31726
31726,6,-100,32231
32231,7,-225,32235
32235,1,-225,31240
31240,1,-225,30744
30744,7,-225,30748
30748,5,-25,30251
30251,2,-100,29755
29755,7,-225,29258
29258,4,0,28760
28760,4,0,28262
28262,7,-225,28264
28264,3,-25,27266
27266,5,-25,26767
26767,2,-100,25768
25768,7,-225,25768
25768,4,0,24768
24768,3,-25,24267
24267,7,-225,23767
23767,5,-25,23265
23265,2,-100,22264
22264,1,-225,21261
21261,4,0,20758
20758,5,-25,20755
20755,1,-225,19752
19752,5,-25,19248
19248,5,-25,19244
19244,2,-100,18239
18239,7,-225,18235
18235,3,-25,17730
17730,5,-25,17725
17725,1,-225,17219
17219,5,-25,17214
17214,4,0,17208
17208,1,-225,16703
16703,2,-100,16197
16197,3,-25,16191
16191,2,-100,16185
16185,1,-225,16179
16179,1,-225,16172
16172,1,-225,16166
16166,1,-225,16160
16160,2,-100,16154
16154,7,-225,17149
17149,1,-225,17144
